site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,orientation_of_transect,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,distance_from_shore (m),distance_from_nearest_river (km),distance_to_nearest_popn (km),errors,what_errors,year,date,depth (m),time_of_day_work_began,time_of_day_work_ended,method_used_to_determine_location (archived field),river_mouth_width,weather,air_temp (C),water_temp_at_surface (C),water_temp_at_3_m (C),water_temp_at_10_m (C),approx_popn_size_x_1000,horizontal_visibility_in_water (m),best_reef_area,why_was_this_site_selected,sheltered_or_exposed,any_major_storms_in_last_years,when_storms,overall_anthro_impact,what_kind_of_impacts (archived field),siltation,dynamite_fishing,poison_fishing,aquarium_fish_collection,harvest_of_inverts_for_food,harvest_of_inverts_for_curio,tourist_diving_snorkeling,sewage_pollution,industrial_pollution,commercial_fishing,live_food_fishing,artisinal_recreational,other_forms_of_fishing (archived field),other_fishing (archived field),yachts,level_of_other_impacts (archived field),other_impacts,is_site_protected,is_protection_enforced,level_of_poaching,spearfishing,banned_commercial_fishing,recreational_fishing,invertebrate_shell_collection,anchoring,diving,other_specify,nature_of_protection (archived field),site_comments,substrate_comments,fish_comments,inverts_comments,comments_from_organism_sheet (archived field),grouper_size (archived field),percent_bleaching (archived field),percent_colonies_bleached (archived field),percent_of_each_colony (archived field),suspected_disease (archived field),rare_animals_details,submitted_by (archived field)
73cb0068-90fe-4816-a25e-eeeb8249d965,3aa284b7-01bb-4ff2-be64-efca696b7ed1,153.9.28.3E.26.45.6.0S,Currimundi Reef - Currimundi Reef (Other) Site 2/4,"","-26.751667, 153.157861",153,9,28.3,E,26,45,6.0,S,Australia,"","",Indo-Pacific,"","","","","",2020,09-May-20,9.0, 9:00 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",13 drupella; Coral disease population = 1%/0/1%/1%; Coral disease colony = 1%/0/1%/1%,"","","","","","","",""
21d0fe12-fee9-4cc7-bbdc-559f45750ee2,3c108e24-e8f7-4f10-a702-389ff76e77ed,153.9.6.0E.26.38.6.0S,Inner Gneerings - The Caves (Reef flat) Site 1,"","-26.635, 153.151667",153,9,6.0,E,26,38,6.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,did not record fish,2009,18-July-09,11.0, 3:50 pm, 4:50 pm,Gps,"",Sunny,"","","","","",6.0,No,Outer Gneerings is best reef in area--too deep for surveys. This area is appropriate for RCA survey and representative,Exposed,Yes,5-10-09,Low,"",Occasionally,None,None,None,None,None,Low,None,None,None,None,Medium,"","",Many,"","",false,"","","","","","","","","","","","","","","","","","","",0,0,""
5328fe13-6e36-4c72-89a2-698f3214dbfa,3c4f7a47-cf72-4120-9741-2594d6ff8da0,153.22.30.9E.27.30.0.0S,Peel Island - Peel Island Northeast (Reef flat) Site 1,"","-27.5, 153.37525",153,22,30.9,E,27,30,0.0,S,Australia,"","",Indo-Pacific,"","","","","",2019,06-June-19,5.0,11:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
a7ba7aea-a53c-4397-850b-ea7e5945a972,3c87e0a2-4fe0-44cf-8fb3-4cda8c24134e,146.51.57.78E.19.9.15.48S,Magnetic Island Reefs - Geoffrey Bay Site 5,"","-19.1543, 146.86605",146,51,57.78,E,19,9,15.48,S,Australia,"","",Indo-Pacific,"","","","","",2021,13-February-21,5.0, 9:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",15 drupella,"","","","","","","",""
2a904f72-116e-4550-b4b7-6d37d5bc1050,3cc63f48-f1b1-4f6a-b7f0-994253c74417,153.14.6.1E.27.25.5.6S,Green Island - Green Island North (Fringing reef seaward) Site 1,"","-27.418222, 153.235028",153,14,6.1,E,27,25,5.6,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2023,11-April-23,5.0, 7:46 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",1 trochus,"","","","","","","",""
388fee7d-e2c1-4542-8065-c38959943838,3dcd4bca-fafc-43ad-9b9a-9f334e6c6593,145.49.20.6E.15.58.58.7S,Agincourt Reef - Agincourt 3D (Pontoon) (Back reef slope) Site 2,"","-15.982972, 145.822389",145,49,20.6,E,15,58,58.7,S,Australia,Queensland,"Port Douglas, South Opal Reef",Indo-Pacific,"",49.1,38.3,true,no site description; did not record fish,2013,25-August-13,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","1 trochus, 2 anemones","","","","","","","3,3,3,3",0,""
93a5054f-4b2b-43f6-bfc7-7ed4d9f31e09,3de5cfc1-3fd2-467c-98a0-0e2e84d18780,147.4.6.78E.18.36.46.8S,John Brewer Reef - Cathedrals Site 1,"","-18.613, 147.06855",147,4,6.78,E,18,36,46.8,S,Australia,"","",Indo-Pacific,"","","","","",2022,04-December-22,6.0,11:00 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","8 drupella; Coral disease population = 1%/1%/0/1%, Coral disease colony = 1%/2%/0/1%","","","","","","","",""
6643436d-bc6a-45e4-951e-3a915f3c1d72,3dfe410b-9cd8-4edf-8213-996a59be5516,151.54.17.3E.23.26.29.8S,Heron Reef- Heron Bommie (Fringing reef seaward) Site 1,"","-23.441611, 151.904806",151,54,17.3,E,23,26,29.8,S,Australia,"","",Indo-Pacific,"","","","","",2020,04-November-20,9.0, 2:30 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","Coral disease population = 15%/5%/5%/5%, Coral disease colony = 20%/8%/12%/27%","","","","","","","",""
1655db90-4fce-46e3-8b6e-3b5759d8bb7a,3e573d06-09e9-4d20-b034-0f1bfedd2403,151.55.2.3E.23.26.24.2S,Heron Reef - Stevos Carbonara (Reef flat) Site 1,"","-23.440056, 151.917306",151,55,2.3,E,23,26,24.2,S,Australia,Queensland,Fitzroy,Indo-Pacific,"","","",true,no site description,2017,04-November-17,2.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",OT = Halimeda,"","","","","","","",Epaulette Shark,""
62ad321c-b55a-43cb-8cf2-337f410875b0,3e59f1ec-5b27-4d40-a73d-0a94bcbb5455,153.29.2.0E.26.58.39.0S,Flinders Reef - Nursery (Back reef slope) Site 1,"","-26.9775, 153.483889",153,29,2.0,E,26,58,39.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description or belt,2013,27-October-13,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
d4347eb5-4f84-4bff-b223-cd5f4a07b0b6,3e6d9fd4-a4f9-4547-86d2-aa58be72adf4,145.59.42.0E.16.25.16.0S,Norman Reef - Norman Reef North (Back reef slope) Site 2,"","-16.421111, 145.995",145,59,42.0,E,16,25,16.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2009,05-April-09,5.0,10:00 am,11:00 am,Gps,"",Cloudy,"","","","","",15.0,No,Site chosen by operator. Close to previous survey site,Sometimes,Yes,3-6-09 Cyclone Hamish,High,"",Occasionally,None,None,None,None,None,High,None,None,None,None,None,"","",Medium,"","",true,No,None,Yes,Yes,Yes,Yes,Yes,No,"","","","","","","","","","","",0,0,""
6f501a45-e195-43b5-8f48-e2eae84d16b3,3e9361ba-fc9b-44fb-8383-faa0e6eac3c3,146.50.49.0E.19.10.9.0S,Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1,NS,"-19.169167, 146.846944",146,50,49.0,E,19,10,9.0,S,Australia,Queensland,Magnetic Island,Indo-Pacific,25.0,8.0,8.0,true,no site description; did not record fish,2013,21-April-13,3.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","1 trochus, 4 drupella","","","","","","",0,0,""
9dd8ffd2-cf24-4715-81da-18d1d35392be,3eae96d0-3530-4574-bdf0-9dc32b2118d2,153.24.35.8E.27.28.19.3S,Myora Reef - Myora Reef (Fringing reef leeward) Site 1,"","-27.472028, 153.409944",153,24,35.8,E,27,28,19.3,S,Australia,"","",Indo-Pacific,"","","","","",2020,26-May-20,5.0, 9:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",Coral disease colony = 9%/3%/3%/6%,"","","","","","","",""
4d04611e-5993-4b75-8e07-ea619684ac10,3eb55636-870d-4591-88ea-3a5d1cf8c450,152.29.27.0E.24.53.1.0S,Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef seaward) Site 2,"","-24.883611, 152.490833",152,29,27.0,E,24,53,1.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description; did not record fish,2013,10-August-13,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","38 drupella, 5 anemones","","","","","","",0,0,""
603046e8-a1d4-4bd9-af4f-ff4b1388bba0,3ef28ed6-b92a-4a1f-a070-ac6b3729906b,145.51.50.4E.16.14.30.0S,Opal Reef - Bashful Bommie (Back reef slope) Site 1,EW,"-16.241667, 145.864",145,51,50.4,E,16,14,30.0,S,Australia,Queensland,"Port Douglas, South Opal Reef",Indo-Pacific,55560.0,46.3,64.8,true,did not record fish,2015,30-August-15,8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
6a05f12c-89b8-4904-9841-314b57be7b98,3ef63e9c-15ed-400c-800d-41e805a63c23,151.54.50.0E.23.26.19.6S,Heron Reef - White Wedding (Reef flat) Site 1,"","-23.438778, 151.913889",151,54,50.0,E,23,26,19.6,S,Australia,"","",Indo-Pacific,"","","",true,"no site description, no fish survey",2016,20-September-16,1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
10fdbdfd-b692-4904-9640-3bc1e7614bb0,3f0342e0-026d-467d-ab49-0a37eb78dd59,153.6.46.6E.26.36.54.1S,Mudjimba (Old Woman) Island - The Ledge (Mudjimba Island) (Back reef slope) Site 2,"","-26.615028, 153.112944",153,6,46.6,E,26,36,54.1,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description,2016,04-November-16,12.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",OT = Halimeda Calcareous Algae Corallimorphs,"","","","","","","","",""
78d307a3-abea-483f-bad6-2bf4d3c1d41a,3f11a579-f54b-4ace-92a4-7bd449c4f2f6,153.28.33.0E.28.6.33.0S,Palm Beach Reef - Palm Beach Reef (Fringing reef seaward) Site 2,"","-28.109167, 153.475833",153,28,33.0,E,28,6,33.0,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2019,13-July-19,9.0,12:00 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,"1 drupella; Coral disease population = 5%/5%/0/5%, Coral disease colony = 1%/1%/0/1%","","","","","","","",""
415feb6e-6ecf-4746-8a20-9347cd487af8,3f1b9acf-15fe-49cf-a70e-fe2696735a47,153.25.8.73E.27.55.54.18S,Wavebreak Island - Wavebreak Island North Site 1,"","-27.931717, 153.419093",153,25,8.73,E,27,55,54.18,S,Australia,"","",Indo-Pacific,"","","","","",2020,05-December-20,9.0,11:10 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
9ec56543-5ea4-4b00-82e0-5253d911c470,3f39464f-775f-4f0c-8eac-0045f000b0ed,153.13.28.38E.27.23.18.83S,St Helena - Palindrome Site 1,"","-27.388565, 153.224549",153,13,28.38,E,27,23,18.83,S,Australia,"","",Indo-Pacific,"","","","","",2023,09-March-23,3.0,10:34 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",2 drupella,"","","","","","","",""
06f5c90e-8dbe-4c38-b2df-ca32c78eea00,3f67aadb-329b-410b-83e0-b0c2d2fc377d,153.31.34.0E.27.24.51.5S,Shag Rock Island - Shag Rock East (Fringing reef seaward) Site 1,"","-27.414306, 153.526111",153,31,34.0,E,27,24,51.5,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2015,12-September-15,9.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","",cowrie,""
14052e69-ab1f-4fbb-aa71-155492a79a0e,3f99bdb6-2e31-491f-a343-6f45c850a9d3,151.55.29.8E.23.26.1.2S,Heron Reef - Coral Cascade (Back reef slope) Site 1,"","-23.433667, 151.924944",151,55,29.8,E,23,26,1.2,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2014,09-November-14,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",DA 1 = TADA 2 = NIA,"","","","","","","","",""
b1c07002-1e25-4ca2-ae15-161b5bdc1397,3fb4b82e-5ce6-447f-b7df-f43180604196,146.29.18.87E.18.32.39.6S,Palm Island Reefs - Pelorus Island Site 2,"","-18.544333, 146.488575",146,29,18.87,E,18,32,39.6,S,Australia,"","",Indo-Pacific,"","","","","",2022,12-November-22,5.0,11:00 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
cc71119a-1746-4c3f-a131-bfa149c8dde3,3feca476-44f9-40c6-8ce3-9ae235363eac,153.20.56.8E.27.28.12.5S,Peel Island - Peel Island North (Fringing reef seaward) Site 1,"","-27.470139, 153.349111",153,20,56.8,E,27,28,12.5,S,Australia,"","",Indo-Pacific,"","","",true,"no site description, no fish survey",2017,25-November-17,2.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
4c4c0b04-f73d-47d7-82a3-5602e4724335,40653b25-2837-4cfe-a2b6-ca20f9e8faf1,145.59.11.5E.16.55.56.1S,Fitzroy Island - Spot X (Fringing reef leeward) Site 1,"","-16.93225, 145.986528",145,59,11.5,E,16,55,56.1,S,Australia,Queensland,Wet Tropics,Indo-Pacific,"","","","","",2019,27-April-19,2.0, 2:00 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,"","","","","","","","",""
f5707be2-dfa9-4389-a4a0-4b4c08f6985d,40693842-b011-450e-bca1-a247244e6149,151.55.3.7E.23.26.2.4S,Heron Reef - Coral Grotto (Back reef slope) Site 1,"","-23.434, 151.917694",151,55,3.7,E,23,26,2.4,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2015,28-November-15,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
22bf0766-4e51-4314-bc1b-740a73c1e69a,40705701-aae2-4699-ab8f-f13acbd1e5b8,153.25.32.2E.27.56.12.8S,Gold Coast Seaway Reefs - The Pipe (Back reef slope) Site 1,"","-27.936889, 153.425611",153,25,32.2,E,27,56,12.8,S,Australia,"","",Indo-Pacific,"","","","","",2020,08-June-20,4.0,11:16 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",10 drupella,"","","","","","","",""
0b58b529-2688-4aa1-992a-1cdb699d50cc,40c8b6d2-f6fa-44c5-ad32-022235b5e7f0,153.31.34.0E.27.24.51.5S,Shag Rock Island - Shag Rock East (Back reef crest) Site 1,"","-27.414306, 153.526111",153,31,34.0,E,27,24,51.5,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2016,06-March-16,8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",Hawksbill turtle,"","","","","","","","",""
d4892c62-61fc-49ad-a920-b02af02f81b3,40c9431f-2e86-4220-b48f-6b064a79e7ab,148.52.33.0E.20.2.20.4S,Hayman Island Reefs - Blue Pearl Bay (Fringing reef leeward) Site 1,NS,"-20.039, 148.875833",148,52,33.0,E,20,2,20.4,S,Australia,Queensland,"Hayman Island, Whitsundays",Indo-Pacific,27000.0,29.0,27.0,"","",2018,18-August-18,3.0, 9:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,"","","","","","","","",""
6816ee22-9fdf-4f2f-97f7-dd0fab7c0145,40fcb0c6-4016-41c3-9f7b-be63a4c60929,151.56.0.2E.23.26.3.5S,Heron Reef- Libby's Lair (Back reef slope) Site 1,"","-23.434306, 151.933389",151,56,0.2,E,23,26,3.5,S,Australia,"","",Indo-Pacific,"","","",true,no site description,2013,03-November-13,5.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","2,0,0,2",0,""
8e0e6614-613d-407c-b841-0d5d32d6f0c1,41618c8f-dfc1-4fc6-bac6-1c10e152b28b,147.31.14.3E.18.47.52.5S,Wheeler Reef - Students Bommie (Back reef slope) Site 1,"","-18.797917, 147.520639",147,31,14.3,E,18,47,52.5,S,Australia,North Queensland,Townsville,Indo-Pacific,90650.0,90.65,90.65,true,did not record fish,2008,02-April-08,9.0,"","","","",Sunny,"","","","","",15.0,Yes,"",Exposed,No,"",None,"",Never,None,None,None,None,None,High,None,None,None,None,None,"","",None,"","",true,"",None,Yes,Yes,Yes,Yes,Yes,No,"","","","",1 drupella,"","","","","","",0,0,""
bc456476-f44d-4053-b52e-228412c594ad,417228da-91f1-481d-9068-da52f09d74c3,148.56.53.2E.20.3.56.9S,Hook Island - Luncheon Bay (Fringing reef leeward) Site 1,"","-20.065806, 148.948111",148,56,53.2,E,20,3,56.9,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2020,09-May-20,3.0,12:50 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,"","","","","","","","",""
6643436d-bc6a-45e4-951e-3a915f3c1d72,423e9d1c-de7b-4c49-97d7-121afa515808,151.54.17.3E.23.26.29.8S,Heron Reef- Heron Bommie (Fringing reef seaward) Site 1,"","-23.441611, 151.904806",151,54,17.3,E,23,26,29.8,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2011,04-November-11,5.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","2 trochus, disease % per segment: 2,1,0,1","","","","","","","","",""
73cb0068-90fe-4816-a25e-eeeb8249d965,429b4f1b-55e0-416f-b166-de2b200856ea,153.9.28.3E.26.45.6.0S,Currimundi Reef - Currimundi Reef (Other) Site 2/4,"","-26.751667, 153.157861",153,9,28.3,E,26,45,6.0,S,Australia,"","",Indo-Pacific,"","","",true,no site description,2017,28-January-17,9.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",OT = Halimeda,"","","","","","","","",""
4c4c0b04-f73d-47d7-82a3-5602e4724335,42f93bb3-4114-4c26-8035-5dd63d61e0cd,145.59.11.5E.16.55.56.1S,Fitzroy Island - Spot X (Fringing reef leeward) Site 1,"","-16.93225, 145.986528",145,59,11.5,E,16,55,56.1,S,Australia,Queensland,Wet Tropics,Indo-Pacific,"","","","","",2020,26-May-20,2.0,12:00 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,3 drupella,"","","","","","","",""
5f1852cd-627e-484d-b825-b3e9331094ab,430de844-1d03-41ae-9df3-d2973a9f43fb,153.6.46.6E.26.36.54.1S,Mudjimba (Old Woman) Island - The Ledge (Mudjimba Island) (Back reef crest) Site 3,"","-26.615028, 153.112944",153,6,46.6,E,26,36,54.1,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description,2016,04-November-16,10.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",OT = Crustose Algae Hydroids Anemone Ascidian,"","","","","","","","",""
78da1079-0327-4313-99d0-513c3f8f2744,4341663c-a281-4160-959e-0306665a58c1,153.13.40.2E.27.25.28.4S,Green Island - Green Island West (Fringing reef leeward) Site 1,"","-27.424556, 153.227833",153,13,40.2,E,27,25,28.4,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2022,30-June-22,5.0, 7:39 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
86c0b6c2-07fd-4b13-9c0c-f6d054d92c38,437dc676-536c-4841-9342-691c5ec3e36d,153.9.38.9E.26.38.42.0S,Inner Gneerings - The Caves (Other) Site 1,"","-26.645, 153.160806",153,9,38.9,E,26,38,42.0,S,Australia,"","",Indo-Pacific,"","","",false,"",2015,21-November-15,10.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",2 Angel fish,"","","","","","","","",""
4084d4a1-d521-4aa4-b4f3-fc0e18d28e97,43b49fae-1f23-40f6-841b-c1132d62980e,153.7.47.23E.26.48.21.45S,Bulcock Beach - Boardwalk Site 1,"","-26.805957, 153.129785",153,7,47.23,E,26,48,21.45,S,Australia,"","",Indo-Pacific,"","","","","",2022,04-April-22,3.0, 9:15 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",4 drupella,"","","","","","","",""
8aba02f6-8bcf-43b9-87f3-e48ba15b6bbf,43c45b5a-86d5-4fed-b239-eada99291ea6,146.30.25.3E.18.40.8.2S,Palm Island Reefs - Fantome Island (Juno Bay) (Fringing reef leeward) Site 2,"","-18.668944, 146.507028",146,30,25.3,E,18,40,8.2,S,Australia,Queensland,Palm Islands,Indo-Pacific,500.0,38.0,38.0,"","",2021,18-March-21,2.0, 2:30 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
664ed33b-dd36-47dc-bb2f-94bac7c41cff,43f5067f-fa82-4981-bbc6-83fc8de263b7,146.12.16.0E.16.52.21.0S,Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1,"","-16.8725, 146.204444",146,12,16.0,E,16,52,21.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no belt,2008,29-March-08,4.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
057e1c57-0857-4bd2-b466-d4679b750aa4,4447b3a8-cc9b-4e53-98ad-128478d40fa7,146.10.46.0E.16.47.45.0S,Thetford Reef - Thetford Reef (Reef flat) Site 1,"","-16.795833, 146.179444",146,10,46.0,E,16,47,45.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2009,18-April-09,2.0, 1:00 pm, 2:00 pm,Gps,"",Sunny,"","","","","",20.0,No,Previous Survey Site,Sometimes,Yes,3-6-06 Cyclone Larry,Low,"",Often,None,None,None,None,None,Medium,None,None,None,None,Low,"","",Medium,"","",true,Yes,None,No,No,No,Yes,No,No,"","","","","","","","","","","",0,0,""
d6f0ab48-c00a-43cd-8f46-867fc3f33bbb,446863e8-3348-43ad-aad0-32f4a39fe776,148.48.46.5E.20.15.9.2S,Daydream Island - Lovers Cove (Fringing reef leeward) Site 1,"","-20.252556, 148.812917",148,48,46.5,E,20,15,9.2,S,Australia,Queensland,"",Indo-Pacific,"","","",true,did not record fish,2014,24-October-14,2.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
65d26ac6-e87e-42e8-b2cd-f94373120224,44986b77-c00d-4267-8c67-1e027ba46099,146.28.0.72E.18.34.36.84S,Palm Island Reefs - Orpheus Island (Pioneer Bay) Site 2,"","-18.5769, 146.466867",146,28,0.72,E,18,34,36.84,S,Australia,"","",Indo-Pacific,"","","","","",2022,13-November-22,2.0, 3:00 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
5f1852cd-627e-484d-b825-b3e9331094ab,44bf1942-a9ba-4419-b669-823b5842fbe1,153.6.46.6E.26.36.54.1S,Mudjimba (Old Woman) Island - The Ledge (Mudjimba Island) (Back reef crest) Site 3,"","-26.615028, 153.112944",153,6,46.6,E,26,36,54.1,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2022,02-August-22,6.0, 2:30 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",182 drupella,"","","","","","","",""
4260581a-6c61-45a1-920b-d3d15d0d2e9f,44d02058-d30a-4320-a60f-72413294046c,153.14.19.6E.27.20.41.4S,Mud Island - Rubble Patch (Fringing reef leeward) Site 1,"","-27.344833, 153.238778",153,14,19.6,E,27,20,41.4,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2022,30-August-22,4.0,11:09 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",1 drupella,"","","","","","","",""
d73c84c6-1e09-4ad7-bcb4-11d162090301,4509c4e1-a3e7-43f3-92e7-437bed054da0,145.52.3.2E.16.13.51.1S,Opal Reef - Split Bommie (Back reef wall) Site1,"","-16.230861, 145.867556",145,52,3.2,E,16,13,51.1,S,Australia,Queensland,"Port Douglas, South Opal Reef",Indo-Pacific,50004.0,46.0,60.0,true,did not record fish,2010,06-February-10,5.0,12:22 pm, 1:18 pm,Gps,"",Sunny,"","","","","",18.0,No,Long term RCA site,Sometimes,Yes,1-28-10,Low,"",Occasionally,None,None,None,None,None,High,None,None,None,None,None,"","",Few,"","",true,Yes,None,Yes,Yes,Yes,Yes,No,No,"","",Cyclone Olga End of Jan 2010,"","","","","","","","",0,0,""
2a904f72-116e-4550-b4b7-6d37d5bc1050,458513c1-d4b6-46c5-9250-18191490c71d,153.14.6.1E.27.25.5.6S,Green Island - Green Island North (Fringing reef seaward) Site 1,"","-27.418222, 153.235028",153,14,6.1,E,27,25,5.6,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2021,02-March-21,5.0,10:56 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","1 drupella; Coral disease population = 0/0/1%/0, Coral disease colony = 0/0/1%/0","","","","","","","",""
ce40aaeb-7111-4d16-b81f-ce1034e78556,45ca4b0b-e259-4f51-b79e-201c79e21955,153.6.58.21E.26.36.57.82S,Mooloolaba MEAM - MEAM Mudjimba Site 3,"","-26.616062, 153.116169",153,6,58.21,E,26,36,57.82,S,Australia,"","",Indo-Pacific,"","","","","",2021,19-September-21,9.0, 9:40 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",2 drupella; Coral disease colony = 2%/0/4%/4%,"","","","","","","",""
